,WnvPresent
1,0.939344740302
2,0.979280507762
3,0.911038042579
4,0.979280507762
5,0.99912677011
6,0.979280507762
7,0.979280507762
8,0.979280507762
9,0.939344740302
10,0.979280507762
11,0.911038042579
12,0.979280507762
13,0.99912677011
14,0.979280507762
15,0.979280507762
16,0.979280507762
17,0.939344740302
18,0.979280507762
19,0.911038042579
20,0.979280507762
21,0.99912677011
22,0.979280507762
23,0.979280507762
24,0.979280507762
25,0.939344740302
26,0.979280507762
27,0.911038042579
28,0.979280507762
29,0.99912677011
30,0.979280507762
31,0.979280507762
32,0.979280507762
33,0.939344740302
34,0.979280507762
35,0.911038042579
36,0.979280507762
37,0.99912677011
38,0.979280507762
39,0.979280507762
40,0.979280507762
41,0.939344740302
42,0.979280507762
43,0.911038042579
44,0.979280507762
45,0.99912677011
46,0.979280507762
47,0.979280507762
48,0.979280507762
49,0.939344740302
50,0.979280507762
51,0.911038042579
52,0.979280507762
53,0.99912677011
54,0.979280507762
55,0.979280507762
56,0.979280507762
57,0.939344740302
58,0.979280507762
59,0.911038042579
60,0.979280507762
61,0.99912677011
62,0.979280507762
63,0.979280507762
64,0.979280507762
65,0.939344740302
66,0.979280507762
67,0.911038042579
68,0.979280507762
69,0.99912677011
70,0.979280507762
71,0.979280507762
72,0.979280507762
73,0.939344740302
74,0.979280507762
75,0.911038042579
76,0.979280507762
77,0.99912677011
78,0.979280507762
79,0.979280507762
80,0.979280507762
81,0.939344740302
82,0.979280507762
83,0.911038042579
84,0.979280507762
85,0.99912677011
86,0.979280507762
87,0.979280507762
88,0.979280507762
89,0.939344740302
90,0.979280507762
91,0.911038042579
92,0.979280507762
93,0.99912677011
94,0.979280507762
95,0.979280507762
96,0.979280507762
97,0.939344740302
98,0.979280507762
99,0.911038042579
100,0.979280507762
101,0.99912677011
102,0.979280507762
103,0.979280507762
104,0.979280507762
105,0.939344740302
106,0.979280507762
107,0.911038042579
108,0.979280507762
109,0.99912677011
110,0.979280507762
111,0.979280507762
112,0.979280507762
113,0.939344740302
114,0.979280507762
115,0.911038042579
116,0.979280507762
117,0.99912677011
118,0.979280507762
119,0.979280507762
120,0.979280507762
121,0.939344740302
122,0.979280507762
123,0.911038042579
124,0.979280507762
125,0.99912677011
126,0.979280507762
127,0.979280507762
128,0.979280507762
129,0.939344740302
130,0.979280507762
131,0.911038042579
132,0.979280507762
133,0.99912677011
134,0.979280507762
135,0.979280507762
136,0.979280507762
137,0.939344740302
138,0.979280507762
139,0.911038042579
140,0.979280507762
141,0.99912677011
142,0.979280507762
143,0.979280507762
144,0.979280507762
145,0.939344740302
146,0.979280507762
147,0.911038042579
148,0.979280507762
149,0.99912677011
150,0.979280507762
151,0.979280507762
152,0.979280507762
153,0.939344740302
154,0.979280507762
155,0.911038042579
156,0.979280507762
157,0.99912677011
158,0.979280507762
159,0.979280507762
160,0.979280507762
161,0.939344740302
162,0.979280507762
163,0.911038042579
164,0.979280507762
165,0.99912677011
166,0.979280507762
167,0.979280507762
168,0.979280507762
169,0.939344740302
170,0.979280507762
171,0.911038042579
172,0.979280507762
173,0.99912677011
174,0.979280507762
175,0.979280507762
176,0.979280507762
177,0.939344740302
178,0.979280507762
179,0.911038042579
180,0.979280507762
181,0.99912677011
182,0.979280507762
183,0.979280507762
184,0.979280507762
185,0.939344740302
186,0.979280507762
187,0.911038042579
188,0.979280507762
189,0.99912677011
190,0.979280507762
191,0.979280507762
192,0.979280507762
193,0.939344740302
194,0.979280507762
195,0.911038042579
196,0.979280507762
197,0.99912677011
198,0.979280507762
199,0.979280507762
200,0.979280507762
201,0.939344740302
202,0.979280507762
203,0.911038042579
204,0.979280507762
205,0.99912677011
206,0.979280507762
207,0.979280507762
208,0.979280507762
209,0.939344740302
210,0.979280507762
211,0.911038042579
212,0.979280507762
213,0.99912677011
214,0.979280507762
215,0.979280507762
216,0.979280507762
217,0.939344740302
218,0.979280507762
219,0.911038042579
220,0.979280507762
221,0.99912677011
222,0.979280507762
223,0.979280507762
224,0.979280507762
225,0.984878212552
226,0.99499424365
227,0.977307814262
228,0.99499424365
229,0.999792224234
230,0.99499424365
231,0.99499424365
232,0.99499424365
233,0.984878212552
234,0.99499424365
235,0.977307814262
236,0.99499424365
237,0.999792224234
238,0.99499424365
239,0.99499424365
240,0.99499424365
241,0.984878212552
242,0.99499424365
243,0.977307814262
244,0.99499424365
245,0.999792224234
246,0.99499424365
247,0.99499424365
248,0.99499424365
249,0.984878212552
250,0.99499424365
251,0.977307814262
252,0.99499424365
253,0.999792224234
254,0.99499424365
255,0.99499424365
256,0.99499424365
257,0.984878212552
258,0.99499424365
259,0.977307814262
260,0.99499424365
261,0.999792224234
262,0.99499424365
263,0.99499424365
264,0.99499424365
265,0.984878212552
266,0.99499424365
267,0.977307814262
268,0.99499424365
269,0.999792224234
270,0.99499424365
271,0.99499424365
272,0.99499424365
273,0.984878212552
274,0.99499424365
275,0.977307814262
276,0.99499424365
277,0.999792224234
278,0.99499424365
279,0.99499424365
280,0.99499424365
281,0.984878212552
282,0.99499424365
283,0.977307814262
284,0.99499424365
285,0.999792224234
286,0.99499424365
287,0.99499424365
288,0.99499424365
289,0.984878212552
290,0.99499424365
291,0.977307814262
292,0.99499424365
293,0.999792224234
294,0.99499424365
295,0.99499424365
296,0.99499424365
297,0.984878212552
298,0.99499424365
299,0.977307814262
300,0.99499424365
301,0.999792224234
302,0.99499424365
303,0.99499424365
304,0.99499424365
305,0.984878212552
306,0.99499424365
307,0.977307814262
308,0.99499424365
309,0.999792224234
310,0.99499424365
311,0.99499424365
312,0.99499424365
313,0.984878212552
314,0.99499424365
315,0.977307814262
316,0.99499424365
317,0.999792224234
318,0.99499424365
319,0.99499424365
320,0.99499424365
321,0.984878212552
322,0.99499424365
323,0.977307814262
324,0.99499424365
325,0.999792224234
326,0.99499424365
327,0.99499424365
328,0.99499424365
329,0.984878212552
330,0.99499424365
331,0.977307814262
332,0.99499424365
333,0.999792224234
334,0.99499424365
335,0.99499424365
336,0.99499424365
337,0.984878212552
338,0.99499424365
339,0.977307814262
340,0.99499424365
341,0.999792224234
342,0.99499424365
343,0.99499424365
344,0.99499424365
345,0.984878212552
346,0.99499424365
347,0.977307814262
348,0.99499424365
349,0.999792224234
350,0.99499424365
351,0.99499424365
352,0.99499424365
353,0.984878212552
354,0.99499424365
355,0.977307814262
356,0.99499424365
357,0.999792224234
358,0.99499424365
359,0.99499424365
360,0.99499424365
361,0.984878212552
362,0.99499424365
363,0.977307814262
364,0.99499424365
365,0.999792224234
366,0.99499424365
367,0.99499424365
368,0.99499424365
369,0.984878212552
370,0.99499424365
371,0.977307814262
372,0.99499424365
373,0.999792224234
374,0.99499424365
375,0.99499424365
376,0.99499424365
377,0.984878212552
378,0.99499424365
379,0.977307814262
380,0.99499424365
381,0.999792224234
382,0.99499424365
383,0.99499424365
384,0.99499424365
385,0.984878212552
386,0.99499424365
387,0.977307814262
388,0.99499424365
389,0.999792224234
390,0.99499424365
391,0.99499424365
392,0.99499424365
393,0.984878212552
394,0.99499424365
395,0.977307814262
396,0.99499424365
397,0.999792224234
398,0.99499424365
399,0.99499424365
400,0.99499424365
401,0.984878212552
402,0.99499424365
403,0.977307814262
404,0.99499424365
405,0.999792224234
406,0.99499424365
407,0.99499424365
408,0.99499424365
409,0.984878212552
410,0.99499424365
411,0.977307814262
412,0.99499424365
413,0.999792224234
414,0.99499424365
415,0.99499424365
416,0.99499424365
417,0.984878212552
418,0.99499424365
419,0.977307814262
420,0.99499424365
421,0.999792224234
422,0.99499424365
423,0.99499424365
424,0.99499424365
425,0.984878212552
426,0.99499424365
427,0.977307814262
428,0.99499424365
429,0.999792224234
430,0.99499424365
431,0.99499424365
432,0.99499424365
433,0.984878212552
434,0.99499424365
435,0.977307814262
436,0.99499424365
437,0.999792224234
438,0.99499424365
439,0.99499424365
440,0.99499424365
441,0.984878212552
442,0.99499424365
443,0.977307814262
444,0.99499424365
445,0.999792224234
446,0.99499424365
447,0.99499424365
448,0.99499424365
449,0.988019502481
450,0.996042546998
451,0.981992970565
452,0.996042546998
453,0.999835902259
454,0.996042546998
455,0.996042546998
456,0.996042546998
457,0.988019502481
458,0.996042546998
459,0.981992970565
460,0.996042546998
461,0.999835902259
462,0.996042546998
463,0.996042546998
464,0.996042546998
465,0.988019502481
466,0.996042546998
467,0.981992970565
468,0.996042546998
469,0.999835902259
470,0.996042546998
471,0.996042546998
472,0.996042546998
473,0.988019502481
474,0.996042546998
475,0.981992970565
476,0.996042546998
477,0.999835902259
478,0.996042546998
479,0.996042546998
480,0.996042546998
481,0.988019502481
482,0.996042546998
483,0.981992970565
484,0.996042546998
485,0.999835902259
486,0.996042546998
487,0.996042546998
488,0.996042546998
489,0.988019502481
490,0.996042546998
491,0.981992970565
492,0.996042546998
493,0.999835902259
494,0.996042546998
495,0.996042546998
496,0.996042546998
497,0.988019502481
498,0.996042546998
499,0.981992970565
500,0.996042546998
501,0.999835902259
502,0.996042546998
503,0.996042546998
504,0.996042546998
505,0.988019502481
506,0.996042546998
507,0.981992970565
508,0.996042546998
509,0.999835902259
510,0.996042546998
511,0.996042546998
512,0.996042546998
513,0.988019502481
514,0.996042546998
515,0.981992970565
516,0.996042546998
517,0.999835902259
518,0.996042546998
519,0.996042546998
520,0.996042546998
521,0.988019502481
522,0.996042546998
523,0.981992970565
524,0.996042546998
525,0.999835902259
526,0.996042546998
527,0.996042546998
528,0.996042546998
529,0.988019502481
530,0.996042546998
531,0.981992970565
532,0.996042546998
533,0.999835902259
534,0.996042546998
535,0.996042546998
536,0.996042546998
537,0.988019502481
538,0.996042546998
539,0.981992970565
540,0.996042546998
541,0.999835902259
542,0.996042546998
543,0.996042546998
544,0.996042546998
545,0.988019502481
546,0.996042546998
547,0.981992970565
548,0.996042546998
549,0.999835902259
550,0.996042546998
551,0.996042546998
552,0.996042546998
553,0.988019502481
554,0.996042546998
555,0.981992970565
556,0.996042546998
557,0.999835902259
558,0.996042546998
559,0.996042546998
560,0.996042546998
561,0.988019502481
562,0.996042546998
563,0.981992970565
564,0.996042546998
565,0.999835902259
566,0.996042546998
567,0.996042546998
568,0.996042546998
569,0.988019502481
570,0.996042546998
571,0.981992970565
572,0.996042546998
573,0.999835902259
574,0.996042546998
575,0.996042546998
576,0.996042546998
577,0.988019502481
578,0.996042546998
579,0.981992970565
580,0.996042546998
581,0.999835902259
582,0.996042546998
583,0.996042546998
584,0.996042546998
585,0.988019502481
586,0.996042546998
587,0.981992970565
588,0.996042546998
589,0.999835902259
590,0.996042546998
591,0.996042546998
592,0.996042546998
593,0.988019502481
594,0.996042546998
595,0.981992970565
596,0.996042546998
597,0.999835902259
598,0.996042546998
599,0.996042546998
600,0.996042546998
601,0.988019502481
602,0.996042546998
603,0.981992970565
604,0.996042546998
605,0.999835902259
606,0.996042546998
607,0.996042546998
608,0.996042546998
609,0.988019502481
610,0.988019502481
611,0.988019502481
612,0.996042546998
613,0.996042546998
614,0.996042546998
615,0.981992970565
616,0.981992970565
617,0.996042546998
618,0.999835902259
619,0.996042546998
620,0.996042546998
621,0.996042546998
622,0.988019502481
623,0.996042546998
624,0.981992970565
625,0.996042546998
626,0.999835902259
627,0.996042546998
628,0.996042546998
629,0.996042546998
630,0.988019502481
631,0.996042546998
632,0.981992970565
633,0.996042546998
634,0.999835902259
635,0.996042546998
636,0.996042546998
637,0.996042546998
638,0.988019502481
639,0.996042546998
640,0.981992970565
641,0.996042546998
642,0.999835902259
643,0.996042546998
644,0.996042546998
645,0.996042546998
646,0.988019502481
647,0.996042546998
648,0.981992970565
649,0.996042546998
650,0.999835902259
651,0.996042546998
652,0.996042546998
653,0.996042546998
654,0.988019502481
655,0.996042546998
656,0.981992970565
657,0.996042546998
658,0.999835902259
659,0.996042546998
660,0.996042546998
661,0.996042546998
662,0.988019502481
663,0.996042546998
664,0.981992970565
665,0.996042546998
666,0.999835902259
667,0.996042546998
668,0.996042546998
669,0.996042546998
670,0.988019502481
671,0.996042546998
672,0.981992970565
673,0.996042546998
674,0.999835902259
675,0.996042546998
676,0.996042546998
677,0.996042546998
678,0.98012999816
679,0.99340116257
680,0.970254302158
681,0.99340116257
682,0.999725678648
683,0.99340116257
684,0.99340116257
685,0.99340116257
686,0.98012999816
687,0.99340116257
688,0.970254302158
689,0.99340116257
690,0.999725678648
691,0.99340116257
692,0.99340116257
693,0.99340116257
694,0.98012999816
695,0.99340116257
696,0.970254302158
697,0.99340116257
698,0.999725678648
699,0.99340116257
700,0.99340116257
701,0.99340116257
702,0.98012999816
703,0.99340116257
704,0.970254302158
705,0.99340116257
706,0.999725678648
707,0.99340116257
708,0.99340116257
709,0.99340116257
710,0.98012999816
711,0.99340116257
712,0.970254302158
713,0.99340116257
714,0.999725678648
715,0.99340116257
716,0.99340116257
717,0.99340116257
718,0.98012999816
719,0.99340116257
720,0.970254302158
721,0.99340116257
722,0.999725678648
723,0.99340116257
724,0.99340116257
725,0.99340116257
726,0.98012999816
727,0.99340116257
728,0.970254302158
729,0.99340116257
730,0.999725678648
731,0.99340116257
732,0.99340116257
733,0.99340116257
734,0.98012999816
735,0.99340116257
736,0.970254302158
737,0.99340116257
738,0.999725678648
739,0.99340116257
740,0.99340116257
741,0.99340116257
742,0.98012999816
743,0.99340116257
744,0.970254302158
745,0.99340116257
746,0.999725678648
747,0.99340116257
748,0.99340116257
749,0.99340116257
750,0.98012999816
751,0.99340116257
752,0.970254302158
753,0.99340116257
754,0.999725678648
755,0.99340116257
756,0.99340116257
757,0.99340116257
758,0.98012999816
759,0.99340116257
760,0.970254302158
761,0.99340116257
762,0.999725678648
763,0.99340116257
764,0.99340116257
765,0.99340116257
766,0.98012999816
767,0.99340116257
768,0.970254302158
769,0.99340116257
770,0.999725678648
771,0.99340116257
772,0.99340116257
773,0.99340116257
774,0.98012999816
775,0.99340116257
776,0.970254302158
777,0.99340116257
778,0.999725678648
779,0.99340116257
780,0.99340116257
781,0.99340116257
782,0.98012999816
783,0.99340116257
784,0.970254302158
785,0.99340116257
786,0.999725678648
787,0.99340116257
788,0.99340116257
789,0.99340116257
790,0.98012999816
791,0.99340116257
792,0.970254302158
793,0.99340116257
794,0.999725678648
795,0.99340116257
796,0.99340116257
797,0.99340116257
798,0.98012999816
799,0.99340116257
800,0.970254302158
801,0.99340116257
802,0.999725678648
803,0.99340116257
804,0.99340116257
805,0.99340116257
806,0.98012999816
807,0.99340116257
808,0.970254302158
809,0.99340116257
810,0.999725678648
811,0.99340116257
812,0.99340116257
813,0.99340116257
814,0.98012999816
815,0.99340116257
816,0.970254302158
817,0.99340116257
818,0.999725678648
819,0.99340116257
820,0.99340116257
821,0.99340116257
822,0.98012999816
823,0.99340116257
824,0.970254302158
825,0.99340116257
826,0.999725678648
827,0.99340116257
828,0.99340116257
829,0.99340116257
830,0.98012999816
831,0.99340116257
832,0.970254302158
833,0.99340116257
834,0.999725678648
835,0.99340116257
836,0.99340116257
837,0.99340116257
838,0.98012999816
839,0.98012999816
840,0.99340116257
841,0.99340116257
842,0.970254302158
843,0.970254302158
844,0.99340116257
845,0.999725678648
846,0.99340116257
847,0.99340116257
848,0.99340116257
849,0.98012999816
850,0.99340116257
851,0.970254302158
852,0.99340116257
853,0.999725678648
854,0.99340116257
855,0.99340116257
856,0.99340116257
857,0.98012999816
858,0.99340116257
859,0.970254302158
860,0.99340116257
861,0.999725678648
862,0.99340116257
863,0.99340116257
864,0.99340116257
865,0.98012999816
866,0.99340116257
867,0.970254302158
868,0.99340116257
869,0.999725678648
870,0.99340116257
871,0.99340116257
872,0.99340116257
873,0.98012999816
874,0.99340116257
875,0.970254302158
